ticker,company_name,trade_date,insider_name,insider_role,transaction_type,shares,price,value_usd,size_bucket,ret_10d
GABC,"GERMAN AMERICAN BANCORP, INC.",2024-08-15,Bawel Zachary W,Director,P,502.7,38.27,19238.329,normal_buy,0.054631846574464404
GABC,"GERMAN AMERICAN BANCORP, INC.",2024-08-15,Ellspermann Susan J,Director,P,348.84,38.27,13350.1068,normal_buy,0.054631846574464404
TTSH,"TILE SHOP HOLDINGS, INC.",2024-09-03,Pleasant Lake Onshore Feeder Fund LP,TenPercentOwner,P,22600.0,6.08,137408.0,normal_buy,0.08985023981496498
DLTH,DULUTH HOLDINGS INC.,2024-09-04,Paschke Brett Lee,Director,P,10000.0,3.96,39600.0,large_buy,0.036269458214764905
BKTI,BK Technologies Corp,2024-08-15,Palm Global Small Cap Master Fund LP,Other,P,1704.0,16.82,28661.28,normal_buy,0.32773115497173433
BKTI,BK Technologies Corp,2024-08-15,Horowitz Joshua,Director,P,1704.0,16.82,28661.28,normal_buy,0.32773115497173433
BKTI,BK Technologies Corp,2024-08-19,Palm Global Small Cap Master Fund LP,Other,P,3330.0,19.86,66133.8,large_buy,0.12926213561511113
BKTI,BK Technologies Corp,2024-08-19,Horowitz Joshua,Director,P,3330.0,19.86,66133.8,large_buy,0.12926213561511113
RWAY,Runway Growth Finance Corp.,2024-08-14,SPRENG R DAVID,"Director,Officer",P,5000.0,10.17,50850.0,normal_buy,0.04356426255471835
AXR,AMREP CORP.,2024-08-15,Lancaster Rainey E.,TenPercentOwner,P,3132.0,22.75,71253.0,normal_buy,-0.060723509436160006
AXR,AMREP CORP.,2024-08-15,DAHL JAMES H,TenPercentOwner,P,3132.0,22.75,71253.0,normal_buy,-0.060723509436160006
POCI,"PRECISION OPTICS CORPORATION, INC.",2024-08-15,COLL WAYNE M,Officer,P,4317.0,24995.43,107905271.31,large_buy,-0.026666641235351562
RVT,"ROYCE SMALL-CAP TRUST, INC.",2024-08-16,CLARK CHRISTOPHER D,"Director,Officer,Other",P,3400.0,15.2,51680.0,large_buy,0.025049392894116895
SGC,"SUPERIOR GROUP OF COMPANIES, INC.",2024-08-16,BENSTOCK MICHAEL,"Director,Officer",P,10000.0,13.45,134500.0,large_buy,0.10788070387359383
LAB,STANDARD BIOTOOLS INC.,2024-08-12,"Casdin Private Growth Equity Fund II GP, LLC",Director,P,500000.0,1.64,820000.0,normal_buy,0.36477989354685647
LAB,STANDARD BIOTOOLS INC.,2024-08-12,"Casdin Partners Master Fund, L.P.","Director,TenPercentOwner",P,500000.0,1.64,820000.0,normal_buy,0.36477989354685647
LAB,STANDARD BIOTOOLS INC.,2024-08-12,"Casdin Private Growth Equity Fund II, L.P.",Director,P,500000.0,1.64,820000.0,normal_buy,0.36477989354685647
LAB,STANDARD BIOTOOLS INC.,2024-08-12,"Casdin Capital, LLC","Director,TenPercentOwner",P,500000.0,1.64,820000.0,normal_buy,0.36477989354685647
LAB,STANDARD BIOTOOLS INC.,2024-08-12,"Casdin Partners GP, LLC","Director,TenPercentOwner",P,500000.0,1.64,820000.0,normal_buy,0.36477989354685647
LAB,STANDARD BIOTOOLS INC.,2024-08-12,"CASDIN PRIVATE GROWTH EQUITY FUND GP, LLC",Director,P,500000.0,1.64,820000.0,normal_buy,0.36477989354685647
LAB,STANDARD BIOTOOLS INC.,2024-08-12,"Casdin Amplify Fund, LP",Director,P,500000.0,1.64,820000.0,normal_buy,0.36477989354685647
LAB,STANDARD BIOTOOLS INC.,2024-08-13,Casdin Eli,"Director,TenPercentOwner",P,550000.0,1.62,891000.0000000001,normal_buy,0.33742335775124777
LAB,STANDARD BIOTOOLS INC.,2024-08-13,"Casdin Private Growth Equity Fund, L.P.",Director,P,550000.0,1.62,891000.0000000001,normal_buy,0.33742335775124777
LAB,STANDARD BIOTOOLS INC.,2024-08-13,"Casdin Private Growth Equity Fund II GP, LLC",Director,P,550000.0,1.62,891000.0000000001,normal_buy,0.33742335775124777
LAB,STANDARD BIOTOOLS INC.,2024-08-13,"Casdin Partners Master Fund, L.P.","Director,TenPercentOwner",P,550000.0,1.62,891000.0000000001,normal_buy,0.33742335775124777
LAB,STANDARD BIOTOOLS INC.,2024-08-13,"Casdin Private Growth Equity Fund II, L.P.",Director,P,550000.0,1.62,891000.0000000001,normal_buy,0.33742335775124777
LAB,STANDARD BIOTOOLS INC.,2024-08-13,"Casdin Capital, LLC","Director,TenPercentOwner",P,550000.0,1.62,891000.0000000001,normal_buy,0.33742335775124777
LAB,STANDARD BIOTOOLS INC.,2024-08-13,"Casdin Partners GP, LLC","Director,TenPercentOwner",P,550000.0,1.62,891000.0000000001,normal_buy,0.33742335775124777
LAB,STANDARD BIOTOOLS INC.,2024-08-13,"CASDIN PRIVATE GROWTH EQUITY FUND GP, LLC",Director,P,550000.0,1.62,891000.0000000001,normal_buy,0.33742335775124777
LAB,STANDARD BIOTOOLS INC.,2024-08-13,"Casdin Amplify Fund, LP",Director,P,550000.0,1.62,891000.0000000001,normal_buy,0.33742335775124777
BLMN,"Bloomin' Brands, Inc.",2024-08-12,Kunkel Julie T.,Director,P,1000.0,15.65,15650.0,large_buy,0.1671178316102926
MTW,MANITOWOC CO INC,2024-08-12,Cook James Steele,Officer,P,1098.0,9.12,10013.759999999998,normal_buy,0.09989251445595038
BSET,BASSETT FURNITURE INDUSTRIES INC,2024-08-12,BELK JOHN R,Director,P,3847.0,12.7,48856.899999999994,large_buy,0.05913051659053381
CRGY,Crescent Energy Co,2024-08-09,Falk Todd,Officer,P,1000.0,10.49,10490.0,normal_buy,0.08793157879519353
GT,GOODYEAR TIRE & RUBBER CO /OH/,2024-08-09,MITCHELL MAX H,Director,P,25000.0,7.76,194000.0,normal_buy,0.15454552773179708
RGCO,RGC RESOURCES INC,2024-08-12,Nester Paul W,"Director,Officer",P,900.0,19.9,17910.0,normal_buy,0.05712865302488068
DK,"Delek US Holdings, Inc.",2024-08-09,Soreq Avigal,"Director,Officer",P,5651.0,20.42,115393.42000000001,large_buy,0.018849194783117307
FBLG,"FibroBiologics, Inc.",2024-08-12,O'HEERON PETE,"Director,Officer",P,8500.0,1.91,16235.0,normal_buy,-0.09836068991039304
HTGC,"Hercules Capital, Inc.",2024-08-06,Loo Wade,Director,P,5645.0,18.54,104658.29999999999,large_buy,0.017055847157379844
HTGC,"Hercules Capital, Inc.",2024-08-06,CROWELL GAYLE A,Director,P,5790.0,18.06,104567.4,normal_buy,0.017055847157379844
HTGC,"Hercules Capital, Inc.",2024-08-06,Aguirre DeAnne,Director,P,5660.0,18.49,104653.4,normal_buy,0.017055847157379844
FET,"FORUM ENERGY TECHNOLOGIES, INC.",2024-08-15,Lux Neal,Officer,P,9000.0,16.12,145080.0,large_buy,0.11706109157114586
FET,"FORUM ENERGY TECHNOLOGIES, INC.",2024-08-14,Lux Neal,Officer,P,4500.0,15.22,68490.0,normal_buy,0.14637313756326198
ISPO,Inspirato Inc,2024-08-13,One Planet Group LLC,TenPercentOwner,P,1335271.0,4579980.0,6115514474580.0,large_buy,0.1169917339147648
FF,FutureFuel Corp.,2024-08-15,Manheim Paul,Director,P,6000.0,6.1,36600.0,normal_buy,0.029411861869175215
BSM,"Black Stone Minerals, L.P.",2024-08-15,DeWalch D Mark,Director,P,34200.0,14.62,500004.0,normal_buy,0.02951261893782653
WBTN,WEBTOON Entertainment Inc.,2024-08-14,Kim Yongsoo,Officer,P,7800.0,12.92,100776.0,normal_buy,0.035686024995343235
SELF,"Global Self Storage, Inc.",2024-08-15,WINMILL & CO. INC,Other,P,2300.0,4.98,11454.000000000002,normal_buy,0.047999925592127735
FGBI,"First Guaranty Bancshares, Inc.",2024-08-12,Hood William K,Director,P,1935.0,10.36,20046.6,large_buy,-0.021012404451351774
GANX,"Gain Therapeutics, Inc.",2024-08-09,Islam Khalid,"Director,Officer",P,50000.0,1.0,50000.0,normal_buy,0.3149846622850063
FSTR,FOSTER L B CO,2024-08-08,REILLY SEAN M,Officer,P,617.0,16.47,10161.99,normal_buy,-0.009994464346931187
GRPN,"Groupon, Inc.",2024-08-08,Harinstein Jason,Director,P,15000.0,10.61,159150.0,large_buy,0.2698259110909924
AMBC,AMBAC FINANCIAL GROUP INC,2024-08-08,Smith R Sharon,Officer,P,1100.0,10.64,11704.0,normal_buy,0.06427224102829521
DGICA,DONEGAL GROUP INC,2024-08-07,DONEGAL MUTUAL INSURANCE CO,TenPercentOwner,P,6933.0,14.13,97963.29000000001,normal_buy,0.047788737026247086
DGICA,DONEGAL GROUP INC,2024-08-08,DONEGAL MUTUAL INSURANCE CO,TenPercentOwner,P,1560.0,14.05,21918.0,normal_buy,0.03835229099213322
CVRX,"CVRx, Inc.",2024-08-08,SLATTERY JOSEPH P,Director,P,3000.0,8.24,24720.0,normal_buy,-0.01766780006762214
BY,"BYLINE BANCORP, INC.",2024-08-07,Stewart Pamela C,Director,P,3850.0,25.99,100061.5,normal_buy,0.03855238311838627
RMCF,"Rocky Mountain Chocolate Factory, Inc.",2024-08-06,Craig Steven Lynn,Director,P,250000.0,1.75,437500.0,large_buy,0.09883718270750075
ONEW,OneWater Marine Inc.,2024-08-09,Lamkin Jeffrey B.,Director,P,30919.0,22.27,688566.13,large_buy,0.11392398077785848
ONEW,OneWater Marine Inc.,2024-08-07,Lamkin Jeffrey B.,Director,P,10800.0,21.82,235656.0,large_buy,0.09153959900175912
ONEW,OneWater Marine Inc.,2024-08-08,Lamkin Jeffrey B.,Director,P,14986.0,22.37,335236.82,large_buy,0.023671313135030347
PCSZX,AMG Pantheon Credit Solutions Fund,2024-08-05,Jain Rakesh,Other,P,39344.26,10.37,407999.9762,large_buy,0.0028930419653316886
OEC,Orion S.A.,2024-08-07,Glajch Jeffrey,Officer,P,5000.0,18.22,91100.0,normal_buy,0.05753263536631881
OEC,Orion S.A.,2024-08-07,Glajch Jeffrey,Officer,P,5000.0,18.14,90700.0,normal_buy,0.05753263536631881
OEC,Orion S.A.,2024-08-07,Glajch Jeffrey,Officer,P,5000.0,18.13,90650.0,normal_buy,0.05753263536631881
MGTX,MeiraGTx Holdings plc,2024-08-12,PERCEPTIVE LIFE SCIENCES MASTER FUND LTD,"Director,TenPercentOwner",P,1250000.0,4.0,5000000.0,large_buy,0.029999971389770508
ANNX,"Annexon, Inc.",2024-08-01,Carson William H.,Director,P,3200.0,6.24,19968.0,large_buy,-0.0196721126942887
CTOS,"Custom Truck One Source, Inc.",2024-08-06,Rich Thomas R.,Officer,P,26200.0,3.84,100608.0,normal_buy,0.15089511540099232
RPID,"RAPID MICRO BIOSYSTEMS, INC.",2024-08-06,Kollender Richard S,Director,P,65000.0,0.77,50050.0,large_buy,0.05249680874754992
RPID,"RAPID MICRO BIOSYSTEMS, INC.",2024-08-06,Spignesi Robert G. Jr.,"Director,Officer",P,50000.0,0.77,38500.0,normal_buy,0.05249680874754992
NMFC,New Mountain Finance Corp,2024-08-05,Corbett Kris,Officer,P,6500.0,11.72,76180.0,normal_buy,0.030150764019132748
BXMT,"BLACKSTONE MORTGAGE TRUST, INC.",2024-08-02,Johnson Timothy Steven,Director,P,57050.0,17.5,998375.0,large_buy,0.011487696788494706
MGM,MGM Resorts International,2024-08-05,SALEM PAUL J,Director,P,147500.0,33.8,4985500.0,large_buy,0.17610801449204283
MGM,MGM Resorts International,2024-08-05,HORNBUCKLE WILLIAM,"Director,Officer",P,58900.0,33.73,1986696.9999999998,normal_buy,0.17610801449204283
BIGZ,BlackRock Innovation & Growth Term Trust,2024-08-05,"Saba Capital Management, L.P.",TenPercentOwner,P,13283.0,6.83,90722.89,normal_buy,0.08427116212496255
BIGZ,BlackRock Innovation & Growth Term Trust,2024-08-05,Weinstein Boaz,TenPercentOwner,P,13283.0,6.83,90722.89,normal_buy,0.08427116212496255
LNKB,"LINKBANCORP, Inc.",2024-08-02,Parmer George,Director,P,5000.0,6.78,33900.0,normal_buy,-0.05067081790744776
LNKB,"LINKBANCORP, Inc.",2024-08-05,Parmer George,Director,P,5000.0,6.46,32300.0,normal_buy,0.022047238553302817
UMBF,UMB FINANCIAL CORP,2024-08-01,Peterman Tamara,Director,P,395.51,99.56,39376.9756,large_buy,-0.013501164495775209
MTDR,Matador Resources Co,2024-08-02,Foran Joseph Wm,"Director,Officer",P,2000.0,55.96,111920.0,large_buy,0.039097314291493435
MGTX,MeiraGTx Holdings plc,2024-08-12,PERCEPTIVE ADVISORS LLC,"Director,TenPercentOwner",P,1250000.0,4.0,5000000.0,large_buy,0.029999971389770508
MGTX,MeiraGTx Holdings plc,2024-08-12,EDELMAN JOSEPH,"Director,TenPercentOwner",P,1250000.0,4.0,5000000.0,large_buy,0.029999971389770508
CIA,"CITIZENS, INC.",2024-08-12,Stenberg Jon,Officer,P,4090.0,2.73,11165.7,normal_buy,0.1666666810639239
MBIN,Merchants Bancorp,2024-08-05,Dury Michael R.,Officer,P,1900.0,39.11,74309.0,normal_buy,0.10614112665906417
MBIN,Merchants Bancorp,2024-08-05,Dury Michael R.,Officer,P,3300.0,38.48,126983.99999999999,normal_buy,0.10614112665906417
HRZN,Horizon Technology Finance Corp,2024-08-05,Goodman Jonathan Joseph,Director,P,2313.0,10.81,25003.530000000002,normal_buy,0.0395409347159561
HRZN,Horizon Technology Finance Corp,2024-08-05,Balkin Michael,Director,P,10000.0,10.58,105800.0,large_buy,0.0395409347159561
GABC,"GERMAN AMERICAN BANCORP, INC.",2024-08-05,Medley Diane B,Director,P,710.0,36.37,25822.699999999997,large_buy,0.05308225039016001
NBBK,"NB Bancorp, Inc.",2024-08-02,CAMPANELLI JOSEPH P,"Director,Officer,Other",P,5000.0,17.49,87449.99999999999,large_buy,0.042824082702300315
NBBK,"NB Bancorp, Inc.",2024-08-05,CAMPANELLI JOSEPH P,"Director,Officer,Other",P,3000.0,16.44,49320.00000000001,normal_buy,0.06611558522864769
CSBB,"CSB Bancorp, Inc.",2024-08-05,STEINER EDDIE L,"Director,Officer",P,340.0,37.69,12814.599999999999,normal_buy,-0.004776933060500643
STRA,"Strategic Education, Inc.",2024-08-02,DINH VIET D,Director,P,5000.0,95.59,477950.0,normal_buy,0.00970059260622036
RIG,Transocean Ltd.,2024-08-02,Perestroika,"Director,TenPercentOwner",P,2000000.0,5.23,10460000.0,normal_buy,-0.0038461503192516178
ONEW,OneWater Marine Inc.,2024-08-12,Lamkin Jeffrey B.,Director,P,3009.0,22.67,68214.03,normal_buy,0.10919536789186979
ONEW,OneWater Marine Inc.,2024-08-14,Lamkin Jeffrey B.,Director,P,2567.0,22.9,58784.299999999996,normal_buy,0.04741192533447669
TLS,TELOS CORP,2024-08-12,Wood John B,"Director,Officer",P,158644.0,2.39,379159.16000000003,normal_buy,0.21142859685988658
TALO,TALOS ENERGY INC.,2024-07-30,Control Empresarial de Capitales S.A. de C.V.,"TenPercentOwner,Other",P,250000.0,11.4,2850000.0,normal_buy,0.02391116413826233
NBBK,"NB Bancorp, Inc.",2024-08-02,Lapointe Jean-Pierre,Officer,P,3000.0,17.49,52469.99999999999,normal_buy,0.042824082702300315
PFBX,PEOPLES FINANCIAL CORP /MS/,2024-07-31,"Stilwell Activist Fund, L.P.",TenPercentOwner,P,1058.0,16.85,17827.300000000003,normal_buy,0.02941180560351553
PFBX,PEOPLES FINANCIAL CORP /MS/,2024-07-31,"Stilwell Activist Investments, L.P.",TenPercentOwner,P,1058.0,16.85,17827.300000000003,normal_buy,0.02941180560351553
PFBX,PEOPLES FINANCIAL CORP /MS/,2024-07-31,Stilwell Value LLC,TenPercentOwner,P,1058.0,16.85,17827.300000000003,normal_buy,0.02941180560351553
PFBX,PEOPLES FINANCIAL CORP /MS/,2024-07-31,"Stilwell Value Partners VII, L.P.",TenPercentOwner,P,1058.0,16.85,17827.300000000003,normal_buy,0.02941180560351553
PFBX,PEOPLES FINANCIAL CORP /MS/,2024-07-31,STILWELL JOSEPH,TenPercentOwner,P,1058.0,16.85,17827.300000000003,normal_buy,0.02941180560351553
MBIN,Merchants Bancorp,2024-07-31,Dury Michael R.,Officer,P,4400.0,45.04,198176.0,normal_buy,-0.09377775223330176
MBIN,Merchants Bancorp,2024-07-31,Dury Michael R.,Officer,P,1600.0,44.23,70768.0,normal_buy,-0.09377775223330176
HLF,HERBALIFE LTD.,2024-08-13,Mendoza Juan Miguel,Director,P,6721.0,8.01,53835.21,normal_buy,0.09387226334640464
BFH,"BREAD FINANCIAL HOLDINGS, INC.",2024-08-12,Fawcett John J.,Director,P,2000.0,49.82,99640.0,large_buy,0.12757850937605464
LAB,STANDARD BIOTOOLS INC.,2024-08-09,Casdin Eli,"Director,TenPercentOwner",P,525408.0,1.61,845906.88,normal_buy,0.32098771518840397
LAB,STANDARD BIOTOOLS INC.,2024-08-09,"Casdin Private Growth Equity Fund, L.P.",Director,P,525408.0,1.61,845906.88,normal_buy,0.32098771518840397
LAB,STANDARD BIOTOOLS INC.,2024-08-09,"Casdin Private Growth Equity Fund II GP, LLC",Director,P,525408.0,1.61,845906.88,normal_buy,0.32098771518840397
LAB,STANDARD BIOTOOLS INC.,2024-08-09,"Casdin Partners Master Fund, L.P.","Director,TenPercentOwner",P,525408.0,1.61,845906.88,normal_buy,0.32098771518840397
LAB,STANDARD BIOTOOLS INC.,2024-08-09,"Casdin Private Growth Equity Fund II, L.P.",Director,P,525408.0,1.61,845906.88,normal_buy,0.32098771518840397
LAB,STANDARD BIOTOOLS INC.,2024-08-09,"Casdin Capital, LLC","Director,TenPercentOwner",P,525408.0,1.61,845906.88,normal_buy,0.32098771518840397
LAB,STANDARD BIOTOOLS INC.,2024-08-09,"Casdin Partners GP, LLC","Director,TenPercentOwner",P,525408.0,1.61,845906.88,normal_buy,0.32098771518840397
LAB,STANDARD BIOTOOLS INC.,2024-08-09,"CASDIN PRIVATE GROWTH EQUITY FUND GP, LLC",Director,P,525408.0,1.61,845906.88,normal_buy,0.32098771518840397
LAB,STANDARD BIOTOOLS INC.,2024-08-09,"Casdin Amplify Fund, LP",Director,P,525408.0,1.61,845906.88,normal_buy,0.32098771518840397
LAB,STANDARD BIOTOOLS INC.,2024-08-12,Casdin Eli,"Director,TenPercentOwner",P,500000.0,1.64,820000.0,normal_buy,0.36477989354685647
LAB,STANDARD BIOTOOLS INC.,2024-08-12,"Casdin Private Growth Equity Fund, L.P.",Director,P,500000.0,1.64,820000.0,normal_buy,0.36477989354685647
LKQ,LKQ CORP,2024-07-26,Jude Justin L,"Director,Officer",P,2500.0,39.91,99774.99999999999,large_buy,-0.026879074536589997
UBFO,UNITED SECURITY BANCSHARES,2024-07-24,GILL JAGROOP,Director,P,140384.0,7.96,1117456.64,large_buy,-0.038895838198738875
CTBI,COMMUNITY TRUST BANCORP INC /KY/,2024-07-22,Jones David Andrew,Officer,P,10000.0,32.27,322700.00000000006,large_buy,-0.08209858494936961
PDCC,Pearl Diver Credit Co Inc.,2024-07-19,University of Wisconsin Foundation,TenPercentOwner,P,9921.0,19.97,198122.37,normal_buy,0.0005000616869461627
PDCC,Pearl Diver Credit Co Inc.,2024-07-19,University of Wisconsin Foundation,TenPercentOwner,P,1400000.0,20.0,28000000.0,large_buy,0.0005000616869461627
PDCC,Pearl Diver Credit Co Inc.,2024-07-19,University of Wisconsin Foundation,TenPercentOwner,P,50000.0,19.79,989500.0,normal_buy,0.0005000616869461627
SIGI,SELECTIVE INSURANCE GROUP INC,2024-07-22,Marchioni John J.,"Director,Officer",P,2400.0,83.56,200544.0,large_buy,0.01940345400166832
ANIX,Anixa Biosciences Inc,2024-07-26,Baskies Arnold M,Director,P,5000.0,3.09,15450.0,normal_buy,0.02950824721146006
NWBI,"Northwest Bancshares, Inc.",2024-07-25,Schosser Douglas M,Officer,P,7000.0,14.19,99330.0,normal_buy,-0.0768496102189522
LCTC,"Lifeloc Technologies, Inc",2024-07-23,Siecke Donald E.,Director,P,78057.0,3.8,296616.6,large_buy,0.2083333388522821
SCHL,SCHOLASTIC CORP,2024-07-23,Peter Warwick,"Director,Officer",P,1674.0,30.46,50990.04,large_buy,-0.06598336672080252
PFBX,PEOPLES FINANCIAL CORP /MS/,2024-07-25,Barnes Ronald G,Director,P,1000.0,16.0,16000.0,normal_buy,0.01575760933093928
BXSY,BEXIL INVESTMENT TRUST,2024-07-24,WINMILL & CO. INC,Other,P,13000.0,13.26,172380.0,large_buy,-0.019011379704454767
GRX,Gabelli Healthcare & WellnessRx Trust,2024-07-24,"Saba Capital Management, L.P.",TenPercentOwner,P,18095.0,10.08,182397.6,normal_buy,0.004950506691762779
GRX,Gabelli Healthcare & WellnessRx Trust,2024-07-24,Weinstein Boaz,TenPercentOwner,P,18095.0,10.08,182397.6,normal_buy,0.004950506691762779
GRX,Gabelli Healthcare & WellnessRx Trust,2024-07-23,"Saba Capital Management, L.P.",TenPercentOwner,P,22571.0,10.08,227515.68,large_buy,0.0059464750715585435
GRX,Gabelli Healthcare & WellnessRx Trust,2024-07-23,Weinstein Boaz,TenPercentOwner,P,22571.0,10.08,227515.68,large_buy,0.0059464750715585435
LUXH,LUXURBAN HOTELS INC.,2024-07-15,JAMES MICHAEL C,Officer,P,352941.0,0.17,59999.97,normal_buy,-0.1797509898548636
REFLX,PIMCO Flexible Real Estate Income Fund,2024-07-15,IVASCYN DANIEL J,"TenPercentOwner,Other",P,210000.0,10.5,2205000.0,normal_buy,0.0
SSKN,"STRATA Skin Sciences, Inc.",2024-07-15,Rafaeli Dolev,"Director,Officer",P,19100.0,3.14,59974.0,normal_buy,0.10191080336048697
CTRN,Citi Trends Inc,2024-07-15,Pleasant Lake Onshore Feeder Fund LP,TenPercentOwner,P,3000.0,20.06,60179.99999999999,normal_buy,-0.06519564240676778
CTRN,Citi Trends Inc,2024-07-15,Pleasant Lake Partners LLC,TenPercentOwner,P,3000.0,20.06,60179.99999999999,normal_buy,-0.06519564240676778
CTRN,Citi Trends Inc,2024-07-15,"Fund 1 Investments, LLC",TenPercentOwner,P,3000.0,20.06,60179.99999999999,normal_buy,-0.06519564240676778
TWFG,"TWFG, Inc.",2024-07-19,Ferracone Robin A,Director,P,16000.0,17.0,272000.0,large_buy,0.09995577920715037
CULP,CULP INC,2024-07-18,DECKER SHARON A,Director,P,5000.0,5.2,26000.0,normal_buy,-0.04206496929050185
DMLP,"DORCHESTER MINERALS, L.P.",2024-07-16,DORCHESTER MINERALS OPERATING LP,Other,P,2000.0,32.33,64660.0,large_buy,-0.055447664071618274
DMLP,"DORCHESTER MINERALS, L.P.",2024-07-17,DORCHESTER MINERALS OPERATING LP,Other,P,1878.0,32.5,61035.0,normal_buy,-0.03814274516877192
DMLP,"DORCHESTER MINERALS, L.P.",2024-07-16,DORCHESTER MINERALS OPERATING LP,Other,P,1000.0,32.31,32310.000000000004,normal_buy,-0.055447664071618274
BXSY,BEXIL INVESTMENT TRUST,2024-07-18,WINMILL & CO. INC,Other,P,8220.0,13.35,109737.0,large_buy,-0.018726564835986892
BXSY,BEXIL INVESTMENT TRUST,2024-07-17,WINMILL & CO. INC,Other,P,13000.0,13.34,173420.0,large_buy,0.008245954340510231
GABC,"GERMAN AMERICAN BANCORP, INC.",2024-07-15,Ryan Christina M,Director,P,526.37,37.99,19996.7963,large_buy,0.07367315601564717
LKQ,LKQ CORP,2024-07-26,CLARKE ANDREW C,Director,P,7600.0,39.7,301720.0,large_buy,-0.026879074536589997
COFS,CHOICEONE FINANCIAL SERVICES INC,2024-07-25,Greenland Adom,Officer,P,2000.0,25.0,50000.0,normal_buy,0.04925736836680805
COFS,CHOICEONE FINANCIAL SERVICES INC,2024-07-25,Burns Harold J,Director,P,2000.0,25.0,50000.0,normal_buy,0.04925736836680805
COFS,CHOICEONE FINANCIAL SERVICES INC,2024-07-25,Brophy Keith D.,Director,P,1000.0,25.0,25000.0,normal_buy,0.04925736836680805
ANRO,"Alto Neuroscience, Inc.",2024-07-10,Savitz Adam,Officer,P,2931.0,13.22,38747.82,normal_buy,0.17408589406512842
ANRO,"Alto Neuroscience, Inc.",2024-07-09,Savitz Adam,Officer,P,10681.0,12.53,133832.93,normal_buy,0.14980991058378357
ANRO,"Alto Neuroscience, Inc.",2024-07-09,Savitz Adam,Officer,P,1388.0,13.15,18252.2,normal_buy,0.14980991058378357
GRX,Gabelli Healthcare & WellnessRx Trust,2024-07-10,"Saba Capital Management, L.P.",TenPercentOwner,P,29088.0,9.52,276917.76,large_buy,0.05208334902133749
GRX,Gabelli Healthcare & WellnessRx Trust,2024-07-10,Weinstein Boaz,TenPercentOwner,P,29088.0,9.52,276917.76,large_buy,0.05208334902133749
DMA,Destra Multi-Alternative Fund,2024-07-10,"Saba Capital Management, L.P.",TenPercentOwner,P,61251.0,8.25,505320.75,large_buy,0.0
DMA,Destra Multi-Alternative Fund,2024-07-10,Weinstein Boaz,TenPercentOwner,P,61251.0,8.25,505320.75,large_buy,0.0
PEO,"ADAMS NATURAL RESOURCES FUND, INC.",2024-07-12,"Saba Capital Management, L.P.",TenPercentOwner,P,11697.0,23.61,276166.17,normal_buy,0.016067641140004696
PEO,"ADAMS NATURAL RESOURCES FUND, INC.",2024-07-12,Weinstein Boaz,TenPercentOwner,P,11697.0,23.61,276166.17,normal_buy,0.016067641140004696
ALMS,ALUMIS INC.,2024-07-01,Foresite Capital Fund VI LP,TenPercentOwner,P,312500.0,16.0,5000000.0,normal_buy,-0.1156299691926691
ZVRA,"ZEVRA THERAPEUTICS, INC.",2024-07-12,Bode John B,Director,P,10000.0,5.87,58700.0,normal_buy,0.06324784471638734
SUNS,"Sunrise Realty Trust, Inc.",2024-07-10,TANNENBAUM LEONARD M,"Director,Officer,TenPercentOwner",P,58958.0,10.56,622596.48,large_buy,0.030088469497497883
SUNS,"Sunrise Realty Trust, Inc.",2024-07-10,TANNENBAUM LEONARD M,"Director,Officer,TenPercentOwner",P,10000.0,8.73,87300.0,normal_buy,0.030088469497497883
SUNS,"Sunrise Realty Trust, Inc.",2024-07-11,TANNENBAUM LEONARD M,"Director,Officer,TenPercentOwner",P,68086.0,11.49,782308.14,large_buy,-0.17514116658722378
AXR,AMREP CORP.,2024-07-11,Lancaster Rainey E.,TenPercentOwner,P,7000.0,20.1,140700.0,large_buy,0.08370704188944411
AXR,AMREP CORP.,2024-07-11,DAHL JAMES H,TenPercentOwner,P,7000.0,20.1,140700.0,large_buy,0.08370704188944411
TGEN,TECOGEN INC.,2024-07-10,HATSOPOULOS JOHN,Director,P,22466.0,0.65,14602.9,normal_buy,-0.02743481712656548
TTSH,"TILE SHOP HOLDINGS, INC.",2024-07-12,Pleasant Lake Onshore Feeder Fund LP,TenPercentOwner,P,31000.0,7.24,224440.0,large_buy,-0.026388831307857075
TTSH,"TILE SHOP HOLDINGS, INC.",2024-07-12,"Fund 1 Investments, LLC",TenPercentOwner,P,31000.0,7.24,224440.0,large_buy,-0.026388831307857075
TTSH,"TILE SHOP HOLDINGS, INC.",2024-07-12,Pleasant Lake Partners LLC,TenPercentOwner,P,31000.0,7.24,224440.0,large_buy,-0.026388831307857075
TTSH,"TILE SHOP HOLDINGS, INC.",2024-07-10,Pleasant Lake Onshore Feeder Fund LP,TenPercentOwner,P,15500.0,6.87,106485.0,normal_buy,0.008708264723108927
TTSH,"TILE SHOP HOLDINGS, INC.",2024-07-10,"Fund 1 Investments, LLC",TenPercentOwner,P,15500.0,6.87,106485.0,normal_buy,0.008708264723108927
TTSH,"TILE SHOP HOLDINGS, INC.",2024-07-10,Pleasant Lake Partners LLC,TenPercentOwner,P,15500.0,6.87,106485.0,normal_buy,0.008708264723108927
REKR,"Rekor Systems, Inc.",2024-07-05,Arctis Global LLC,TenPercentOwner,P,2275000.0,1.4,3185000.0,large_buy,-0.03448279405745802
